索引,文本内容,翻译内容
740,Used for combat training simulations. Accepts standard training targets. A pair of buckling straps are attached.,
741,Training Toolbox,
742,AURUMILL-Brand Baby's First Training Toolbox. A digital display on the back keeps track of hits made by the user. Second toolbox sold separately!,
743,IT'S A TRAP,
744,Stepping on me is a guaranteed bad day.,
745,shock trap,
746,A trap that will shock and render you immobile. You'd better avoid it.,
747,bounty trap,
748,"A trap that only goes off when a fugitive steps on it, announcing the location and stunning the target. You'd better avoid it.",
749,bounty trap,
750,"A trap that only goes off when a fugitive steps on it, announcing the location and stunning the target. It's currently inactive.",
751,"[name] #[rand(1, 999)]",
752,flame trap,
753,A trap that will set you ablaze. You'd better avoid it.,
754,frost trap,
755,A trap that will chill you to the bone. You'd better avoid it.,
756,earth trap,
757,"A trap that will summon a small earthquake, just for you. You'd better avoid it.",
758,divine ward,
759,"A divine barrier, It looks like you could destroy it with enough effort, or wait for it to dissipate...",
760,unholy trap,
761,A trap that rings with unholy energy. You think you hear... chittering?,
762,voting box,
763,An automatic voting box.,
764,Voting Results,
765,toilet,
766,"The HT-451, a torque rotation-based, waste disposal unit for small matter. This one seems remarkably clean.",
767,urinal,
768,"The HU-452, an experimental urinal. Comes complete with experimental urinal cake.",
769,urinal cake,
770,"The noble urinal cake, protecting the station's pipes from the station's pee. Do not eat.",
771,plastic ducky,
772,It's a cheap plastic knockoff of a loveable bathtime toy.,
773,rubber ducky,
774,"Rubber ducky you're so fine, you make bathtime lots of fuuun. Rubber ducky I'm awfully fooooond of yooooouuuu~",
775,sink,
776,A sink used for washing one's hands and face. Passively reclaims water over time.,
777,kitchen sink,
778,sink frame,
779,"A sink frame, that needs a water recycler to finish construction.",
780,Water Source,
781,A sink used for washing one's hands and face. This one seems to be infinite!,
782,puddle,
783,A puddle used for washing one's hands and face.,
784,curtain,
785,Contains less than 1% mercury.,
786,windoor Assembly,
787,A small glass and wire assembly for windoors.,
788,secure anchored windoor assembly,
789,anchored windoor assembly,
790,secure windoor assembly,
791,windoor assembly,
792,secure anchored windoor assembly,
793,secure windoor assembly,
794,secure wired windoor assembly,
795,wired windoor assembly,
796,secure anchored windoor assembly,
797,anchored windoor assembly,
798,near finished windoor assembly,
799,wired windoor assembly,
800,Flip Windoor Assembly,
801,window,
802,A window.,
803,reinforced window,
804,A window that is reinforced with metal rods.,
805,plasma window,
806,A window made out of a plasma-silicate alloy. It looks insanely tough to break and burn through.,
807,reinforced plasma window,
808,A window made out of a plasma-silicate alloy and a rod matrix. It looks hopelessly tough to break and is most likely nigh fireproof.,
809,tinted window,
810,frosted window,
811,shuttle window,
812,"A reinforced, air-locked pod window.",
813,plastitanium window,
814,A durable looking window made of an alloy of of plasma and titanium.,
815,paper frame,
816,A fragile separator made of thin wood and paper.,
817,brass window,
818,"A paper-thin pane of translucent yet reinforced brass. Nevermind, this is just weak bronze!",
819,alien nest,
820,"It's a gruesome pile of thick, sticky resin shaped like a nest.",
821,bed,
822,"This is used to lie in, sleep in or strap on.",
823,roller bed,
824,roller bed,
825,A collapsed roller bed that can be carried around.,
826,roller bed dock,
827,A collapsed roller bed that can be ejected for emergency use. Must be collected or replaced after use.,
828,dog bed,
829,"A comfy-looking dog bed. You can even strap your pet in, in case the gravity turns off.",
830,Ian's bed! Looks comfy.,
831,Ian's bed,
832,Seems kind of... fishy.,
833,Cayenne's bed,
834,Seems kind of... fishy.,
835,Lia's bed,
836,Renault's bed! Looks comfy. A foxy person needs a foxy pet.,
837,Renault's bed,
838,"McGriff's bed, because even crimefighters sometimes need a nap.",
839,McGriff's bed,
840,"A comfy-looking cat bed. You can even strap your pet in, in case the gravity turns off.",
841,Runtime's bed,
842,[M]'s bed,
843,[M]'s bed! Looks comfy.,
844,dirty mattress,
845,An old grubby mattress. You try to not think about what could be the cause of those stains.,
846,double bed,
847,"A luxurious double bed, for those too important for small dreams.",
848,chair,
849,You sit in this. Either by will or force.,
850,tactical [name],
851,wooden chair,
852,Old is never too old to not be in fashion.,
853,comfy chair,
854,It looks comfy.,
855,shuttle seat,
856,"A comfortable, secure seat. It has a more sturdy looking buckling system, for smoother flights.",
857,tactical chair,
858,carpskin chair,
859,"A luxurious chair, the many purple scales reflect the light in a most pleasing manner.",
860,tactical swivel chair,
861,stool,
862,Apply butt.,
863,bar stool,
864,It has some unsavory stains on it...,
865,bamboo stool,
866,A makeshift bamboo stool with a rustic look.,
867,chair,
868,Bar brawl essential.,
869,stool,
870,bar stool,
871,bamboo stool,
872,wooden chair,
873,strange chair,
874,You sit in this. Either by will or force. Looks REALLY uncomfortable.,
875,brass chair,
876,A spinny chair made of bronze. It has little cogs for wheels!,
877,invisible chair,
878,The mime needs to sit down and shut up.,
879,folding plastic chair,
880,"No matter how much you squirm, it'll still be uncomfortable.",
881,folding plastic chair,
882,"Somehow, you can always find one under the wrestling ring.",
883,musical chair,
884,You listen to this. Either by will or by force.,
885,musical chair,
886,"Oh, so this is like the fucked up Monopoly rules where there are no rules and you can pick up and place the musical chairs as you please.",
887,wooden pew,
888,Kneel here and pray.,
889,left wooden pew end,
890,right wooden pew end,
891,old ratty sofa,
892,sofa,
893,Soft and cushy.,
894,bench,
895,"Perfectly designed to be comfortable to sit on, and hellish to sleep on.",
896,bamboo bench,
897,A makeshift bench with a rustic aesthetic.,
898,cannon,
899,Holemaker Deluxe: A sporty model with a good stop power. Any cannon enthusiast should be expected to start here.,
900,trash cannon,
901,"Okay, sure, you could call it a toolbox welded to an opened oxygen tank cabled to a skateboard, but it's a TRASH CANNON to us.",
902,cannonballs,
903,A stack of heavy plasteel cannonballs. Gunnery for the space age!,
904,cannonball,
905,explosive shellballs,
906,explosive shellball,
907,"An explosive anti-materiel and counter-battery projectile cannonball. Makes great work out of any wall, for easy entrances.",
908,malfunction shots,
909,malfunction shot,
910,"A shot filled with two chambers that combine on impact, creating a chemical EMP. What does any of that mean? Who knows. Modern piracy really lost its soul with these newfangled things.",
911,"\""The Biggest Ones\""",
912,"\""The Biggest One\""",
913,"An insane amount of explosives jammed into a massive cannonball. The last cannonball you'll ever fire in a fight, mostly because there'll be nothing left to shoot at afterwards.",
914,trashballs,
915,trashball,
916,"A clump of tightly packed garbage. It'll work as a cannonball, but it may be unhealthy to actually put this in a real cannon.",
917,Mast of Cannon's Past's Cannon Instructions,
918,A quickly written note detailing the basics of firing a cannon. Who wrote this?,
919,Log out,
920,Build,
921,Switch Mode,
922,Select Airlock Type,
923,Select Window Glass,
924,Place Generic Structure,
925,Place Tiny Fan,
926,fans,
927,Install Plasma Anti-Wildlife Turret,
928,turrets,
929,generic base construction console,
930,An industrial computer integrated with a camera-assisted rapid construction drone.,
931,construction holo-drone,
932,internal RCD,
933,aux base construction console,
934,centcom base construction console,
935,closet,
936,It's a basic storage unit.,
937,Toggle Open,
938,crate,
939,A rectangular steel crate.,
940,coffin,
941,It's a burial receptacle for the dearly departed.,
942,An internals crate.,
943,internals crate,
944,"A heavy, metal trashcart with wheels.",
945,trash cart,
946,laundry cart,
947,A large cart for hauling around large amounts of laundry.,
948,A medical crate.,
949,medical crate,
950,A freezer.,
951,freezer,
952,blood freezer,
953,A freezer containing packs of blood.,
954,surplus prosthetic limbs,
955,A crate containing an assortment of cheap prosthetic limbs.,
956,A crate with a radiation sign on it.,
957,radiation crate,
958,hydroponics crate,
959,All you need to destroy those pesky weeds and pests.,
960,engineering crate,
961,A crate for the storage of an RCD.,
962,RCD crate,
963,science crate,
964,A science crate.,
965,budget solar panel crate,
966,gold crate,
967,silver crate,
968,body bag,
969,A plastic bag designed for the storage and transportation of cadavers.,
970,bluespace body bag,
971,A bluespace body bag designed for the storage and transportation of cadavers.,
972,environmental protection bag,
973,"An insulated, reinforced bag designed to protect against exoplanetary storms and other environmental factors.",
974,elite environmental protection bag,
975,"A heavily reinforced and insulated bag, capable of fully isolating its contents from external factors.",
976,prisoner transport bag,
977,"Intended for transport of prisoners through hazardous environments, this environmental protection bag comes with straps to keep an occupant secure.",
978,syndicate prisoner transport bag,
979,"An alteration of Nanotrasen's environmental protection bag which has been used in several high-profile kidnappings. Designed to keep a victim unconscious, alive, and secured during transport.",
980,hardlight bodybag,
981,A hardlight bag for storing bodies. Resistant to space.,
982,hardlight prisoner bodybag,
983,"A hardlight bag for storing bodies. Resistant to space, can be sinched to prevent escape.",
984,large cardboard box,
985,Just a box...,
986,large metal box,
987,THE COWARDS! THE FOOLS!,
988,athletic wardrobe,
989,It's a storage unit for athletic wear.,
990,boxing gloves,
991,It's a storage unit for gloves for use in the boxing ring.,
992,mask closet,
993,IT'S A STORAGE UNIT FOR FIGHTER MASKS OLE!,
994,red laser tag equipment,
995,It's a storage unit for laser tag equipment.,
996,blue laser tag equipment,
997,It's a storage unit for laser tag equipment.,
998,cabinet,
999,Old will forever be in fashion.,
1000,strange closet,
1001,It looks alien!,
1002,administrative supply closet,
1003,It's a storage unit for things that have no right being here.,
1004,Russian surplus closet,
1005,It's a storage unit for Russian standard-issue surplus.,
1006,tacticool gear closet,
1007,It's a storage unit for Tacticool gear.,
1008,Thunderdome closet,
1009,Everything you need!,
1010,red-team Thunderdome closet,
1011,green-team Thunderdome closet,
1012,It's a storage unit for operational gear.,
1013,grimy mini-fridge,
1014,A small contraption designed to imbue a few drinks with a pleasant chill. This antiquated unit however seems to serve no purpose other than keeping the roaches company.,
1015,infinite closet,
1016,"It's closets, all the way down.",
1017,formal closet,
1018,It's a storage unit for formal clothing.,
1019,chef's closet,
1020,It's a storage unit for foodservice garments and mouse traps.,
1021,custodial closet,
1022,It's a storage unit for janitorial clothes and gear.,
1023,legal closet,
1024,It's a storage unit for courtroom apparel and items.,
1025,chapel wardrobe,
1026,It's a storage unit for Nanotrasen-approved religious attire.,
1027,security wardrobe,
1028,cargo wardrobe,
1029,atmospherics wardrobe,
1030,engineering wardrobe,
1031,medical doctor's wardrobe,
1032,robotics wardrobe,
1033,chemistry wardrobe,
1034,genetics wardrobe,
1035,virology wardrobe,
1036,science wardrobe,
1037,botanist wardrobe,
1038,treasure hunting wardrobe,
1039,level 3 biohazard gear closet,
1040,It's a storage unit for level 3 biohazard gear.,
1041,armory closet,
1042,Why is this here?,
1043,It's a personal storage unit for operative gear.,
1044,It's a storage unit for a Syndicate boarding party.,
1045,"An old, dusty locker.",
1046,IOU,
1047,It's an emergency storage closet for repairs.,
1048,emergency closet,
1049,It's a storage unit for emergency breath masks and O2 tanks.,
1050,fire-safety closet,
1051,It's a storage unit for fire-fighting supplies.,
1052,tool closet,
1053,It's a storage unit for tools.,
1054,radiation suit closet,
1055,It's a storage unit for rad-protective suits.,
1056,EOD closet,
1057,It's a storage unit for explosion-protective suits.,
1058,ammunition locker,
1059,wardrobe,
1060,It's a storage unit for standard-issue Nanotrasen attire.,
1061,pink wardrobe,
1062,black wardrobe,
1063,green wardrobe,
1064,prison wardrobe,
1065,It's a storage unit for Nanotrasen-regulation prisoner attire.,
1066,yellow wardrobe,
1067,white wardrobe,
1068,pajama wardrobe,
1069,grey wardrobe,
1070,mixed wardrobe,
1071,booze storage,
1072,quartermaster's locker,
1073,chief engineer's locker,
1074,electrical supplies locker,
1075,welding supplies locker,
1076,engineer's locker,
1077,atmospheric technician's locker,
1078,empty freezer,
1079,kitchen cabinet,
1080,maintenance refrigerator,
1081,"This refrigerator looks quite dusty, is there anything edible still inside?",
1082,meat fridge,
1083,refrigerator,
1084,refrigerator,
1085,freezer,
1086,This contains cold hard cash.,
1087,cream pie closet,
1088,"Contains pies filled with cream and/or custard, you sickos.",
1089,botanist's locker,
1090,medicine closet,
1091,Filled to the brim with medical junk.,
1092,anesthetic closet,
1093,Used to knock people out.,
1094,medical doctor's locker,
1095,psychology locker,
1096,chief medical officer's locker,
1097,animal control,
1098,chemical closet,
1099,Store dangerous chemicals in here.,
1100,advanced chemical closet,
1101,emergency response team commander's locker,
1102,A storage unit containing equipment for an Emergency Response Team Commander.,
1103,emergency response team security locker,
1104,A storage unit containing equipment for an Emergency Response Team Security Officer.,
1105,emergency response team medical locker,
1106,A storage unit containing equipment for an Emergency Response Team Medical Officer.,
1107,emergency response team engineer locker,
1108,A storage unit containing equipment for an Emergency Response Team Engineer.,
1109,It's a secure locker for personnel. The first card swiped gains control.,
1110,personal closet,
1111,patient's closet,
1112,Owned by [I.registered_name].,
1113,research director's locker,
1114,cytology equipment locker,
1115,secure locker,
1116,It's a card-locked storage unit.,
1117,captain's locker,
1118,head of personnel's locker,
1119,head of security's locker,
1120,warden's locker,
1121,security officer's locker,
1122,customs agent's locker,
1123,engineering guard's locker,
1124,science guard's locker,
1125,orderly's locker,
1126,detective's cabinet,
1127,lethal injections,
1128,brig locker,
1129,genpop storage locker,
1130,Used for storing the belongings of genpop's tourists visiting the locals.,
1131,genpop storage locker - [used_id.registered_name],
1132,Secure Evidence Closet,
1133,courtroom locker,
1134,Contraband Locker,
1135,Contraband Locker,
1136,armory armor locker,
1137,armory ballistics locker,
1138,armory energy gun locker,
1139,armory tac locker,
1140,labor camp security locker,
1141,"A trash bin, place your trash here for the janitor to collect.",
1142,trash bin,
1143,cardboard box,
1144,"A box, in which you can place things. Revolutionary, I know.",
1145,Mothic Fleet box,
1146,"For holding moths, presumably.",
1147,Tiziran shipment box,
1148,"For holding lizards, presumably.",
1149,critter crate,
1150,A crate designed for safe transport of animals. It has an oxygen tank for safe transport in space.,
1151,large crate,
1152,A hefty wooden crate. You'll need a crowbar to get it open.,
1153,A secure crate.,
1154,secure crate,
1155,A secure weapons crate.,
1156,weapons crate,
1157,A secure plasma crate.,
1158,plasma crate,
1159,A secure gear crate.,
1160,gear crate,
1161,"A crate with a lock on it, painted in the scheme of the station's botanists.",
1162,secure hydroponics crate,
1163,"An insulated crate with a lock on it, used to secure perishables.",
1164,secure kitchen crate,
1165,secure pizza crate,
1166,"An insulated crate with a lock on it, used to secure pizza.",
1167,"A crate with a lock on it, painted in the scheme of the station's engineers.",
1168,secure engineering crate,
1169,secure science crate,
1170,"A crate with a lock on it, painted in the scheme of the station's scientists.",
1171,private crate,
1172,A crate cover designed to only open for who purchased its contents.,
1173,wooden crate,
1174,Works just as well as a metal one.,
1175,toy box,
1176,"It has the words \""Clown + Mime\"" written underneath of it with marker.",
1177,cave entrance,
1178,"A hole in the ground, filled with monsters ready to defend it.",
1179,demonic portal,
1180,"A portal that goes to another world, normal creatures couldn't survive there.",
1181,collapsing demonic portal,
1182,It's slowly fading!,
1183,geyser,
1184,wittel geyser,
1185,plasma-oxide geyser,
1186,protozine geyser,
1187,hollow water geyser,
1188,strange geyser,
1189,plunger,
1190,It's a plunger for plunging.,
1191,reinforced plunger,
1192,It's an M. 7 Reinforced Plunger© for heavy duty plunging.,
1193,necropolis tendril,
1194,"A vile tendril of corruption, originating deep underground. Terrible monsters are pouring out of it.",
1195,collapsing necropolis tendril,
1196,Get your loot and get clear!,
1197,FEA Atmospherics Division plaque,
1198,"This plaque commemorates the fall of the Atmos FEA division. For all the charred, dizzy, and brittle men who have died in its hands.",
1199,Thunderdome Plaque,
1200,"This plaque commemorates those who have fallen in glorious combat.  For all the charred, dizzy, and beaten men who have died in its hands.",
1201,The Most Robust Men Award for Robustness,
1202,"To be Robust is not an action or a way of life, but a mental state. Only those with the force of Will strong enough to act during a crisis, saving friend from foe, are truly Robust. Stay Robust my friends.",
1203,The Most Robust Captain Award for Robustness,
1204,Commission Plaque,
1205,Spinward Sector Station SS-13\n'Runtime' Class Outpost\nCommissioned 03/11/2556\n'Dedicated to the Pioneers',
1206,Spinward Sector Station SS-13\n'Box' Class Outpost (Revision 2.2: 'Icebox')\nCommissioned 13/05/2560\n'Cold Reliable',
1207,Spinward Sector Station SS-13\n'Meta' Class Outpost\nCommissioned 11/03/2553\n'Theseus' Station',
1208,Spinward Sector Station SS-13\n'Delta' Class Outpost\nCommissioned 17/12/2556\n'Efficiency Through Redundancy',
1209,Spinward Sector Station SS-13\n'Kilo' Class Outpost\nCommissioned 13/11/2559\n'Forever Different',
1210,Spinward Sector Station SS-13\n'Tram' Class Outpost\nCommissioned 11/03/2561\n'Making Moves',
1211,Spinward Sector Station SS-12\n'Asteroid' Class Outpost\nCommissioned 13/10/2555\nDecommissioned 19/06/2556\n'A Meteoric Success',
1212,Spinward Sector Station SS-03\n'Birdboat' Class Outpost\nCommissioned 17/09/2555\nDecommissioned 09/02/2557\n'Rocking the Boat',
1213,Spinward Sector Station SS-02\n'Box' Class Outpost\nCommissioned 15/11/2550\nDecommissioned 06/07/2560\n'Old Faithful',
1214,Spinward Sector Station SS-06\n'Pubby' Class Outpost\nCommissioned 19/10/2556\nDecommissioned 10/12/2560\n'No Law But Ours',
1215,Spinward Sector Station SS-10\n'Cere' Class Outpost\nCommissioned 29/03/2557\nDecommissioned 26/08/2557\n'Take a Hike',
1216,Spinward Sector Station SS-05\n'Disc' Class Outpost\nCommissioned 21/09/2555\nDecommissioned 31/01/2556\n'Sleep Tight',
1217,Spinward Sector Station SS-11\n'Donut' Class Outpost\nCommissioned 16/12/2558\nDecommissioned 28/04/2560\n'Hail the Lord',
1218,Spinward Sector Station SS-04\n'Dream' Class Outpost\nCommissioned 06/10/2555\nDecommissioned 22/12/2556\n'Aiming High',
1219,"Spinward Sector Station SS-07\n'Efficiency' Class Outpost\nCommissioned 28/01/2556\nDecommissioned 20/12/2556\n'Work Smarter, Not Harder'",
1220,Spinward Sector Station SS-08\n'Mini' Class Outpost\nCommissioned 29/01/2554\nDecommissioned 27/12/2556\n'The Littlest Station',
1221,Spinward Sector Station SS-09\n'Omega' Class Outpost\nCommissioned 27/12/2556\nDecommissioned 20/09/2558\n'Tiny Take Two',
1222,Spinward Sector Station SS-01\n'Uterus' Class Outpost\nCommissioned 03/09/2551\nDecommissioned 21/06/2552\n'Humanity's Vanguard',
1223,космическая-станция-13\nфорпост класса разработчика\nстанция сдана 30.12.2322\nво славу тружеников третьего советского союза,
1224,AI developers plaque,
1225,"Next to the extremely long list of names and job titles, there is a drawing of a little child. The child appears to be disabled. Beneath the image, someone has scratched the word \""PACKETS\"".",
1226,Devil's Tooth Plaque,
1227,"A plaque commemorating the fallen souls who had to die tunneling out this segment of the frozen ice planet that surrounds it. It's named \""Devil's Tooth\"" because those who laid down their life here surely thought they were in hell.",
1228,Remembrance Plaque,
1229,"A plaque commemorating the fallen, may they rest in peace, forever asleep amongst the stars. Someone has drawn a picture of a crying badger at the bottom.",
1230,Library Rules Sign,
1231,"A long list of rules to be followed when in the library, extolling the virtues of being quiet at all times and threatening those who would dare eat hot food inside.",
1232,'Perfect Man' sign,
1233,"A guide to the exhibit, explaining how recent developments in mindshield implant and cloning technologies by Nanotrasen Corporation have led to the development and the effective immortality of the 'perfect man', the loyal Nanotrasen Employee.",
1234,'Perfect Drone' sign,
1235,"A guide to the drone shell dispenser, detailing the constructive and destructive applications of modern repair drones, as well as the development of the incorruptible cyborg servants of tomorrow, available today.",
1236,Conway's The Game Of Life plaque,
1237,"A plaque detailing the historical significance of The Game Of Life in the field of computer science, and that the mural underfoot is a representation of the game in action.",
1238,blank plaque,
1239,"A blank plaque, use a fancy pen to engrave it. It can be detatched from the wall with a wrench.",
1240,blank plaque,
1241,"A blank plaque, use a fancy pen to engrave it. It can be placed on a wall.",
1242,[namechoice],
1243,The plaque reads: '[descriptionchoice]',
1244,[namechoice],
1245,The plaque reads: '[descriptionchoice]',
1246,Medbay sign,
1247,Department - Medbay,
1248,The Intergalactic symbol of Medical institutions. You'll probably get help here.,
1249,Medbay sign,
1250,Department - Medbay Alt,
1251,The Intergalactic symbol of Medical institutions. You'll probably get help here.,
1252,Exam Room sign,
1253,Department - Medbay: Exam Room,
1254,A guidance sign which reads 'Exam Room'.,
1255,Chemistry sign,
1256,Department - Medbay: Chemistry,
1257,A sign labelling an area containing chemical equipment.,
1258,Pharmacy sign,
1259,Department - Medbay: Pharmacy,
1260,A sign labelling an area containing pharmacy equipment.,
1261,Psychology sign,
1262,Department - Medbay: Psychology,
1263,"A sign labelling where the Psychologist works, they can probably help you get your head straight.",
1264,Engineering sign,
1265,Department - Engineering,
1266,A sign labelling an area where engineers work.,
1267,Science sign,
1268,Department - Science,
1269,A sign labelling an area where research and science is performed.,
1270,Science sign,
1271,Department - Science Alt,
1272,A sign labelling an area where research and science is performed.,
1273,Xenobiology sign,
1274,Department - Science: Xenobiology,
1275,A sign labelling an area as a place where xenobiological entities are researched.,
1276,Department - Science: R&D Server,
1277,A sign labelling an area where scientific data is stored.,
1278,Botany sign,
1279,Department - Botany,
1280,A sign labelling an area as a place where plants are grown.,
1281,Janitor sign,
1282,Department - Janitor,
1283,A sign labelling an area where the janitor works.,
1284,Chapel sign,
1285,Department - Chapel,
1286,A sign labelling a religious area.,
1287,Legal Department sign,
1288,Department - Legal,
1289,"A sign labelling an area where the Lawyers work, apply here for arrivals shuttle whiplash settlement.",
1290,Cargo sign,
1291,Department - Cargo,
1292,A sign labelling an area where cargo ships dock.,
1293,Security sign,
1294,Department - Security,
1295,A sign labelling an area where the law is law.,
1296,Restroom sign,
1297,Location - Restroom,
1298,A sign labelling a restroom.,
1299,Maintenance Tunnel sign,
1300,Location - Maintenance,
1301,A sign labelling an area where the departments of the station are linked together.,
1302,Maintenance Tunnel sign,
1303,Location - Maintenance Alt,
1304,A sign labelling an area where the departments of the station are linked together.,
1305,Evacuation sign,
1306,Location - Evacuation,
1307,A sign labelling an area where evacuation procedures take place.,
1308,Drop Pods sign,
1309,Location - Drop Pods,
1310,A sign labelling an area where drop pod loading procedures take place.,
1311,Courtroom sign,
1312,Location - Courtroom,
1313,"A sign labelling the courtroom, where the ever sacred Space Law is upheld.",
1314,Telecommunications sign,
1315,Location - Telecommunications,
1316,A sign labelling an area where the station's radio and NTnet servers are stored.,
1317,AI Upload sign,
1318,Location - AI Upload,
1319,A sign labelling an area where laws are uploaded to the station's AI and cyborgs.,
1320,AI Satellite sign,
1321,Location - AI Satellite,
1322,A sign labelling the AI's heavily-fortified satellite.,
1323,Vault sign,
1324,Location - Vault,
1325,A sign labelling a saferoom where the station's resources and self-destruct are secured.,
1326,flag of the IT Division,
1327,The flag of the Nanotrasen IT Division. Bears a symbol that only makes sense to those that understand.,
1328,flag of Nanotrasen,
1329,"The official corporate flag of Nanotrasen. Mostly flown as a ceremonial piece, or to mark land on a new frontier.",
1330,flag of the Spinward Stellar Coalition,
1331,"The flag of the Independent Coalition of the Spinward Sector. The colours represent panslavism, and the three stars represent the three central systems of the SSC.",
1332,flag of TerraGov,
1333,"The flag of TerraGov. It's a symbol of humanity no matter where they go, or how much they wish it wasn't.",
1334,flag of the Tiziran Empire,
1335,"The flag of the Great Empire of Tizira. Depending on who you ask, it represents strength or being stuck in the past.",
1336,flag of the Grand Nomad Fleet,
1337,"The flag of the Mothic Grand Nomad Fleet. A classic naval ensign, its use has superceded the old national flag which can be seen in its canton.",
1338,flag of the Martian Republic,
1339,"The flag of Mars. Originally a revolutionary flag during the Martian Rebellions, it has since been adopted as the official flag of the planet, as a reminder of how Mars fought for representation and democracy.",
1340,wall clock,
1341,It's your run-of-the-mill wall clock showing both the local Coalition Standard Time and the galactic Treaty Coordinated Time. Perfect for staring at instead of working.,
1342,wall calendar,
1343,"It's an old-school wall calendar. Sure, it might be obsolete with modern technology, but it's still hard to imagine an office without one.",
1344,delamination counter,
1345,Flip Sign- Supermatter Delamination,
1346,A pair of flip signs describe how long it's been since the last delamination incident.,
1347,station map,
1348,A navigational chart of the station.,
1349,science department sign,
1350,"A direction sign, pointing out which way the Science department is.",
1351,engineering department sign,
1352,"A direction sign, pointing out which way the Engineering department is.",
1353,security department sign,
1354,"A direction sign, pointing out which way the Security department is.",
1355,medbay sign,
1356,"A direction sign, pointing out which way the Medbay is.",
1357,evacuation sign,
1358,"A direction sign, pointing out which way the escape shuttle dock is.",
1359,cargo sign,
1360,"A direction sign, pointing out which way the Cargo Bay is.",
1361,command department sign,
1362,"A direction sign, pointing out which way the Command department is.",
1363,vault sign,
1364,"A direction sign, pointing out which way the station's Vault is.",
1365,upload sign,
1366,"A direction sign, pointing out which way the station's AI Upload is.",
1367,dormitories sign,
1368,"A direction sign, pointing out which way the dormitories are.",
1369,lava sign,
1370,"A direction sign, pointing out which way the hot stuff is.",
1371,arrivals sign,
1372,"A direction sign, pointing out which way the arrivals shuttle dock is.",
1373,Gym Encouragement Sign,
1374,gym_left,
1375,A sign of a hulking green man encouraging you to 'Unleash Your Inner Hulk'.,
1376,WARNING sign,
1377,Warning,
1378,A warning sign.,
1379,SECURE AREA sign,
1380,Warning - Secure Area,
1381,A warning sign which reads 'SECURE AREA'.,
1382,KEEP CLEAR: DOCKING AREA sign,
1383,Warning - Docking Area,
1384,A warning sign which reads 'KEEP CLEAR OF DOCKING AREA'.,
1385,BIOHAZARD sign,
1386,Warning - Biohazard,
1387,A warning sign which reads 'BIOHAZARD'.,
1388,HIGH VOLTAGE sign,
1389,Warning - High Voltage,
1390,A warning sign which reads 'HIGH VOLTAGE'.,
1391,HARD VACUUM AHEAD sign,
1392,Warning - Hard Vacuum,
1393,A warning sign which reads 'HARD VACUUM AHEAD'.,
1394,EXTERNAL AIRLOCK sign,
1395,Warning - External Airlock,
1396,A warning sign which reads 'EXTERNAL AIRLOCK'.,
1397,DISPOSAL: LEADS TO SPACE sign,
1398,Warning - Disposals: Leads to Space,
1399,A warning sign which reads 'DISPOSAL: LEADS TO SPACE'.,
1400,DISPOSAL: LEADS TO MORGUE sign,
1401,Warning - Disposals: Leads to Morgue,
1402,A warning sign which reads 'DISPOSAL: LEADS TO MORGUE'.,
1403,DANGER: FIRE sign,
1404,Warning - Fire Hazard,
1405,A warning sign which reads 'DANGER: FIRE'.,
1406,NO SMOKING sign,
1407,Warning - No Smoking,
1408,A warning sign which reads 'NO SMOKING'.,
1409,NO SMOKING sign,
1410,Warning - No Smoking Alt,
1411,A warning sign which reads 'NO SMOKING'.,
1412,YES SMOKING sign,
1413,Warning - Yes Smoking Alt,
1414,A warning sign which reads 'YES SMOKING'.,
1415,HAZARDOUS RADIATION sign,
1416,Warning - Radiation,
1417,A warning sign alerting the user of potential radiation hazards.,
1418,RADIOACTIVE AREA sign,
1419,Warning - Radioactive Area,
1420,A warning sign which reads 'RADIOACTIVE AREA'.,
1421,DANGEROUS ALIEN LIFE sign,
1422,Warning - Xenos,
1423,A sign that warns would-be travellers of hostile alien life in the vicinity.,
1424,ENGINEERING SAFETY sign,
1425,Warning - Engineering Safety Protocols,
1426,A sign detailing the various safety protocols when working on-site to ensure a safe shift.,
1427,HIGH EXPLOSIVES sign,
1428,Warning - Explosives,
1429,A warning sign which reads 'HIGH EXPLOSIVES'.,
1430,HIGH EXPLOSIVES sign,
1431,Warning - Explosives Alt,
1432,A warning sign which reads 'HIGH EXPLOSIVES'.,
1433,TESTING AREA sign,
1434,Warning - Testing Area,
1435,A sign that warns of high-power testing equipment in the area.,
1436,FIRING RANGE sign,
1437,Warning - Firing Range,
1438,"A sign reminding you to remain behind the firing line, and to wear ear protection.",
1439,FREEZING AIR sign,
1440,Warning - Temp: Cold,
1441,A sign that warns of extremely cold air in the vicinity.,
1442,SUPERHEATED AIR sign,
1443,Warning - Temp: Hot,
1444,A sign that warns of extremely hot air in the vicinity.,
1445,CONTAMINATED AIR sign,
1446,Warning - Contaminated Air,
1447,"A sign that warns of dangerous particulates or gasses in the air, instructing you to wear internals.",
1448,REACTIVE CHEMICALS sign,
1449,Warning - Hazardous Chemicals sign,
1450,"A sign that warns of potentially reactive chemicals nearby, be they explosive, flamable, or acidic.",
1451,ESCAPE PODS sign,
1452,Location - Escape Pods,
1453,A warning sign which reads 'ESCAPE PODS'.,
1454,RADSTORM SHELTER sign,
1455,Location - Radstorm Shelter,
1456,A warning sign which reads 'RADSTORM SHELTER'.,
1457,sign backing,
